1213,1387
1214,1372
1215,1367
1218,1249
1219,1115
1224,1016
1228,1013
1230,970
1233,942
1234,882
1235,809
1238,781
1239,738
1240,705
1244,691
1246,683
1248,679
1249,592
1253,543
1259,509
1261,504
1268,489
1270,421
1271,419
1272,377
1275,362
1276,355
1278,352
1283,325
1284,322
1287,317
1290,231
1295,218
1300,179
1304,154
1315,152
1318,136
1320,124
1323,100
1327,61
1338,39
