1103,990
1109,1438
1121,1256
1121,1211
1130,1001
1133,1176
1133,1022
1137,1308
1141,1008
1141,1164
1141,840
1144,1169
1144,1321
1144,1163
1144,1153
1151,892
1151,1393
1158,1338
1160,1080
1160,1070
